"","publicid","Selection","View","Channel","Begin.Time..s.","End.Time..s.","Low.Freq..Hz.","High.Freq..Hz.","Begin.Date","Begin.Hour","Begin.Date.Time","Begin.Path","Begin.File","File.Offset..s.","Delta.Time..s.","Energy","Tag","Notes","depth","magnitude","DistOrigin"
"269","2016p468073",269,"Spectrogram 1",5,13401086.51,13401168.14,0,146.2,"6/22/2016",4,"31:26.5","E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160622\L7910NZ01_002K_M05_multi_20160622_043000Z.aif","L7910NZ01_002K_M05_multi_20160622_043000Z.aif",86.5115,81.6279,17.403,"EQ",NA,63.00486755,3.208220822,180696.166245468
"270","2016p470092",270,"Spectrogram 1",1,13465559.3,13465633.95,0,140.6,"6/22/2016",22,"25:59.3","E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160622\L7910NZ01_002K_M05_multi_20160622_221500Z.aif","L7910NZ01_002K_M05_multi_20160622_221500Z.aif",659.3025,74.6512,12.907,"EQ",NA,25.71006966,3.001803294,166417.774832321
"271","2016p470092",271,"Spectrogram 1",2,13465546.74,13465621.4,0,141,"6/22/2016",22,"25:46.7","E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160622\L7910NZ01_002K_M05_multi_20160622_221500Z.aif","L7910NZ01_002K_M05_multi_20160622_221500Z.aif",646.744,74.6512,23.294,"EQ",NA,25.71006966,3.001803294,61977.2287559979
"272","2016p470092",272,"Spectrogram 1",3,13465547.44,13465631.16,0,147.1,"6/22/2016",22,"25:47.4","E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160622\L7910NZ01_002K_M05_multi_20160622_221500Z.aif","L7910NZ01_002K_M05_multi_20160622_221500Z.aif",647.442,83.7209,32.528,"EQ",NA,25.71006966,3.001803294,84574.7071282879
"273","2016p470092",273,"Spectrogram 1",4,13465557.91,13465633.26,0,146.9,"6/22/2016",22,"25:57.9","E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160622\L7910NZ01_002K_M05_multi_20160622_221500Z.aif","L7910NZ01_002K_M05_multi_20160622_221500Z.aif",657.907,75.3488,21.138,"EQ",NA,25.71006966,3.001803294,146007.583783102
"274","2016p470092",274,"Spectrogram 1",5,13465569.77,13465640.23,0,138.7,"6/22/2016",22,"26:09.8","E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160622\L7910NZ01_002K_M05_multi_20160622_221500Z.aif","L7910NZ01_002K_M05_multi_20160622_221500Z.aif",669.7675,70.4651,9.332,"EQ",NA,25.71006966,3.001803294,240603.191220523
"275","2016p474397",275,"Spectrogram 1",1,13603172.09,13603253.02,0,128.1,"6/24/2016",12,"39:32.1","E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160624\L7910NZ01_002K_M05_multi_20160624_123000Z.aif","L7910NZ01_002K_M05_multi_20160624_123000Z.aif",572.093,80.9302,21.771,"EQ",NA,13.07592869,4.699558285,285816.598996554
"276","2016p474397",276,"Spectrogram 1",2,13603155.35,13603251.63,0,146.7,"6/24/2016",12,"39:15.3","E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160624\L7910NZ01_002K_M05_multi_20160624_123000Z.aif","L7910NZ01_002K_M05_multi_20160624_123000Z.aif",555.349,96.2791,29.149,"EQ",NA,13.07592869,4.699558285,169873.78696521
"277","2016p474397",277,"Spectrogram 1",3,13603145.58,13603248.84,0,141.3,"6/24/2016",12,"39:05.6","E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160624\L7910NZ01_002K_M05_multi_20160624_123000Z.aif","L7910NZ01_002K_M05_multi_20160624_123000Z.aif",545.5815,103.2558,39.832,"EQ",NA,13.07592869,4.699558285,117595.585189738
"278","2016p474397",278,"Spectrogram 1",4,13603153.95,13603248.84,0,146.9,"6/24/2016",12,"39:14.0","E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160624\L7910NZ01_002K_M05_multi_20160624_123000Z.aif","L7910NZ01_002K_M05_multi_20160624_123000Z.aif",553.9535,94.8837,31.742,"EQ",NA,13.07592869,4.699558285,154537.288605972
"279","2016p474397",279,"Spectrogram 1",5,13603165.81,13603260,0,138.7,"6/24/2016",12,"39:25.8","E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160624\L7910NZ01_002K_M05_multi_20160624_123000Z.aif","L7910NZ01_002K_M05_multi_20160624_123000Z.aif",565.814,94.186,22.822,"EQ",NA,13.07592869,4.699558285,248626.334529509
"280","2016p484154",280,"Spectrogram 1",1,13915082.09,13915180.47,0,138.5,"6/28/2016",3,"18:02.1","E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160628\L7910NZ01_002K_M05_multi_20160628_031500Z.aif","L7910NZ01_002K_M05_multi_20160628_031500Z.aif",182.093,98.3721,19.959,"EQ",NA,64.13944244,3.472038397,181555.77002633
"281","2016p484154",281,"Spectrogram 1",2,13915068.84,13915162.33,0,133.7,"6/28/2016",3,"17:48.8","E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160628\L7910NZ01_002K_M05_multi_20160628_031500Z.aif","L7910NZ01_002K_M05_multi_20160628_031500Z.aif",168.837,93.4884,28.477,"EQ",NA,64.13944244,3.472038397,53002.4327247551
"282","2016p484154",282,"Spectrogram 1",3,13915067.44,13915153.26,0,141.3,"6/28/2016",3,"17:47.4","E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160628\L7910NZ01_002K_M05_multi_20160628_031500Z.aif","L7910NZ01_002K_M05_multi_20160628_031500Z.aif",167.442,85.814,40.553,"EQ",NA,64.13944244,3.472038397,16297.2161114746
"283","2016p484154",283,"Spectrogram 1",4,13915070.23,13915170,0,140.6,"6/28/2016",3,"17:50.2","E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160628\L7910NZ01_002K_M05_multi_20160628_031500Z.aif","L7910NZ01_002K_M05_multi_20160628_031500Z.aif",170.2325,99.7674,30.824,"EQ",NA,64.13944244,3.472038397,97944.8767617308
"284","2016p484154",284,"Spectrogram 1",5,13915084.88,13915172.09,0,142.5,"6/28/2016",3,"18:04.9","E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160628\L7910NZ01_002K_M05_multi_20160628_031500Z.aif","L7910NZ01_002K_M05_multi_20160628_031500Z.aif",184.8835,87.2093,17.642,"EQ",NA,64.13944244,3.472038397,205496.199231589
